Date,Open,High,Low,Close,Adj Close,Volume
1992-05-12,2074.300049,2074.300049,1995.199951,2051.600098,2051.600098,0
1992-05-19,2050.899902,2052.000000,2008.800049,2046.300049,2046.300049,0
1992-05-26,2049.399902,2054.800049,2000.699951,2017.400024,2017.400024,0
1992-06-02,2024.099976,2035.699951,1972.199951,1981.599976,1981.599976,0
1992-06-09,1968.400024,1971.699951,1906.900024,1918.099976,1918.099976,0
1992-06-16,1923.099976,1933.800049,1880.500000,1885.800049,1885.800049,0
1992-06-23,1892.699951,1925.599976,1886.699951,1907.300049,1907.300049,0
1992-06-30,1907.699951,1915.599976,1860.400024,1868.500000,1868.500000,0
1992-07-07,1874.300049,1881.900024,1842.599976,1859.400024,1859.400024,0
1992-07-14,1862.500000,1869.199951,1735.000000,1767.900024,1767.900024,0
1992-07-21,1775.000000,1780.099976,1715.400024,1755.400024,1755.400024,0
1992-07-28,1757.800049,1806.500000,1739.599976,1784.400024,1784.400024,0
1992-08-04,1796.400024,1810.400024,1741.500000,1755.199951,1755.199951,0
1992-08-11,1749.500000,1767.699951,1711.400024,1757.300049,1757.300049,0
1992-08-18,1736.400024,1756.199951,1680.099976,1689.699951,1689.699951,0
1992-08-25,1698.099976,1700.400024,1640.900024,1684.900024,1684.900024,0
1992-09-01,1680.300049,1803.900024,1659.800049,1779.300049,1779.300049,0
1992-09-08,1781.599976,1879.699951,1741.500000,1873.599976,1873.599976,0
1992-09-15,1865.800049,1893.599976,1786.400024,1826.099976,1826.099976,0
1992-09-22,1812.699951,1853.400024,1758.000000,1770.300049,1770.300049,0
1992-09-29,1749.199951,1758.400024,1577.699951,1611.000000,1611.000000,0
1992-10-06,1632.099976,1692.800049,1586.099976,1655.099976,1655.099976,0
1992-10-13,1667.900024,1692.800049,1631.900024,1679.099976,1679.099976,0
1992-10-20,1705.400024,1785.400024,1705.400024,1770.699951,1770.699951,0
1992-10-27,1766.599976,1782.099976,1716.900024,1742.400024,1742.400024,0
1992-11-03,1770.099976,1812.800049,1761.599976,1786.699951,1786.699951,0
1992-11-10,1783.000000,1831.199951,1772.699951,1772.699951,1772.699951,0
1992-11-17,1769.699951,1774.300049,1669.000000,1674.800049,1674.800049,0
1992-11-24,1669.699951,1773.500000,1660.400024,1771.400024,1771.400024,0
1992-12-01,1771.900024,1805.400024,1770.800049,1788.599976,1788.599976,0
1992-12-08,1775.599976,1806.599976,1721.599976,1738.300049,1738.300049,0
1992-12-15,1729.300049,1789.800049,1707.099976,1786.300049,1786.300049,0
1992-12-22,1798.900024,1872.400024,1792.900024,1857.500000,1857.500000,0
1992-12-29,1858.000000,1874.199951,1832.000000,1843.099976,1843.099976,0
1993-01-05,1838.500000,1870.400024,1810.599976,1814.599976,1814.599976,0
1993-01-12,1814.500000,1844.699951,1776.599976,1837.500000,1837.500000,0
1993-01-19,1827.000000,1840.400024,1774.599976,1779.900024,1779.900024,0
1993-01-26,1789.699951,1811.900024,1755.900024,1785.900024,1785.900024,0
1993-02-02,1798.599976,1915.400024,1781.300049,1904.699951,1904.699951,0
1993-02-09,1888.599976,1920.099976,1880.400024,1899.500000,1899.500000,0
1993-02-16,1894.599976,1967.099976,1862.500000,1959.199951,1959.199951,0
1993-02-23,1959.400024,2020.000000,1927.000000,1998.800049,1998.800049,0
1993-03-02,1992.199951,2017.199951,1978.400024,2004.300049,2004.300049,0
1993-03-09,2010.099976,2015.900024,1957.400024,1986.000000,1986.000000,0
1993-03-16,1985.400024,1997.500000,1927.199951,1939.300049,1939.300049,0
1993-03-23,1946.800049,2045.300049,1933.599976,2033.900024,2033.900024,0
1993-03-30,2049.699951,2050.100098,1966.900024,1974.699951,1974.699951,0
1993-04-06,1984.000000,2010.199951,1974.300049,1986.900024,1986.900024,0
1993-04-13,2001.800049,2022.400024,1964.400024,1968.900024,1968.900024,0
1993-04-20,1964.099976,1971.900024,1900.800049,1911.599976,1911.599976,0
1993-04-27,1926.699951,1950.599976,1899.199951,1937.000000,1937.000000,0
1993-05-04,1941.000000,1943.099976,1853.199951,1877.199951,1877.199951,0
1993-05-11,1871.000000,1890.800049,1821.300049,1835.699951,1835.699951,0
1993-05-18,1840.199951,1865.500000,1823.699951,1861.400024,1861.400024,0
1993-05-25,1871.900024,1915.699951,1870.599976,1888.699951,1888.699951,0
1993-06-01,1870.800049,1894.400024,1853.300049,1887.900024,1887.900024,0
1993-06-08,1898.599976,1928.699951,1888.300049,1916.800049,1916.800049,0
1993-06-15,1900.400024,1933.900024,1890.699951,1929.199951,1929.199951,0
1993-06-22,1937.400024,1994.300049,1929.599976,1991.000000,1991.000000,0
1993-06-29,1992.500000,1994.500000,1909.800049,1925.400024,1925.400024,0
1993-07-06,1934.500000,1997.099976,1920.400024,1992.199951,1992.199951,0
1993-07-13,1991.099976,2003.300049,1952.400024,1981.699951,1981.699951,0
1993-07-20,1983.099976,2017.000000,1932.400024,2006.199951,2006.199951,0
1993-07-27,2006.199951,2135.699951,1977.800049,2129.000000,2129.000000,0
1993-08-03,2110.500000,2150.699951,2085.800049,2138.500000,2138.500000,0
1993-08-10,2134.500000,2179.000000,2124.000000,2148.000000,2148.000000,0
1993-08-17,2133.399902,2171.800049,2103.300049,2111.399902,2111.399902,0
1993-08-24,2120.000000,2206.500000,2114.899902,2205.699951,2205.699951,0
1993-08-31,2210.699951,2222.899902,2134.300049,2158.000000,2158.000000,0
1993-09-07,2161.899902,2163.100098,2094.699951,2119.100098,2119.100098,0
1993-09-14,2125.699951,2141.500000,2058.000000,2107.399902,2107.399902,0
1993-09-21,2099.199951,2117.800049,2052.000000,2108.600098,2108.600098,0
1993-09-28,2112.600098,2134.100098,2106.300049,2128.699951,2128.699951,0
1993-10-05,2142.800049,2179.100098,2135.800049,2138.699951,2138.699951,0
1993-10-12,2141.899902,2162.199951,2102.800049,2145.000000,2145.000000,0
1993-10-19,2144.699951,2240.199951,2137.300049,2227.699951,2227.699951,0
1993-10-26,2225.800049,2235.399902,2167.800049,2182.000000,2182.000000,0
1993-11-02,2174.300049,2191.800049,2068.300049,2084.800049,2084.800049,0
1993-11-09,2096.600098,2128.899902,2069.300049,2117.899902,2117.899902,0
1993-11-16,2127.199951,2171.899902,2082.600098,2082.600098,2082.600098,0
1993-11-23,2071.500000,2136.800049,2056.899902,2119.300049,2119.300049,0
1993-11-30,2114.000000,2195.699951,2096.699951,2186.699951,2186.699951,0
1993-12-07,2182.500000,2224.399902,2167.699951,2196.300049,2196.300049,0
1993-12-14,2203.199951,2223.699951,2137.399902,2223.500000,2223.500000,0
1993-12-21,2228.199951,2284.199951,2208.500000,2276.600098,2276.600098,0
1993-12-28,2279.800049,2300.100098,2257.300049,2290.600098,2290.600098,0
1994-01-04,2273.399902,2321.300049,2240.199951,2317.300049,2317.300049,0
1994-01-11,2321.100098,2349.199951,2230.100098,2234.800049,2234.800049,0
1994-01-18,2237.600098,2286.000000,2217.800049,2274.500000,2274.500000,0
1994-01-25,2288.899902,2339.399902,2265.699951,2334.399902,2334.399902,0
1994-02-01,2339.100098,2361.000000,2258.600098,2287.100098,2287.100098,0
1994-02-08,2302.100098,2318.199951,2238.399902,2281.600098,2281.600098,0
1994-02-15,2244.699951,2305.600098,2211.300049,2215.199951,2215.199951,0
1994-02-22,2226.500000,2257.300049,2178.199951,2238.100098,2238.100098,0
1994-03-01,2241.699951,2241.699951,2079.899902,2219.899902,2219.899902,0
1994-03-08,2216.800049,2224.899902,2164.500000,2215.000000,2215.000000,0
1994-03-15,2225.899902,2260.600098,2193.800049,2202.699951,2202.699951,0
1994-03-22,2210.199951,2225.199951,2113.600098,2144.500000,2144.500000,0
1994-03-29,2151.100098,2155.600098,2069.399902,2081.899902,2081.899902,0
1994-04-05,2067.800049,2151.500000,2057.199951,2145.300049,2145.300049,0
1994-04-12,2149.600098,2188.600098,2123.699951,2160.100098,2160.100098,0
1994-04-19,2147.300049,2164.699951,2079.300049,2116.300049,2116.300049,0
1994-04-26,2133.600098,2197.800049,2119.899902,2186.199951,2186.199951,0
1994-05-03,2186.899902,2187.800049,2123.500000,2139.399902,2139.399902,0
1994-05-10,2137.000000,2206.199951,2137.000000,2187.800049,2187.800049,0
1994-05-17,2177.800049,2217.699951,2146.800049,2155.399902,2155.399902,0
1994-05-24,2141.300049,2142.500000,2038.800049,2052.500000,2052.500000,0
1994-05-31,2034.599976,2051.300049,1972.199951,2037.199951,2037.199951,0
1994-06-07,2027.300049,2060.399902,1969.099976,1977.699951,1977.699951,0
1994-06-14,1956.500000,1997.500000,1856.300049,1903.000000,1903.000000,0
1994-06-21,1893.800049,1953.099976,1870.599976,1911.599976,1911.599976,0
1994-06-28,1944.300049,1955.699951,1859.500000,1866.199951,1866.199951,0
1994-07-05,1876.199951,1958.099976,1854.800049,1949.800049,1949.800049,0
1994-07-12,1955.500000,2030.400024,1929.500000,2025.099976,2025.099976,0
1994-07-19,2029.099976,2074.800049,2017.599976,2059.800049,2059.800049,0
1994-07-26,2058.899902,2092.699951,2039.199951,2069.600098,2069.600098,0
1994-08-02,2090.600098,2125.500000,2087.899902,2106.300049,2106.300049,0
1994-08-09,2097.500000,2099.899902,1992.500000,2007.000000,2007.000000,0
1994-08-16,2015.699951,2041.199951,1964.599976,1972.599976,1972.599976,0
1994-08-23,1969.300049,2086.800049,1962.400024,2075.300049,2075.300049,0
1994-08-30,2069.500000,2070.000000,1978.500000,1998.199951,1998.199951,0
1994-09-06,1979.099976,1993.500000,1927.099976,1966.800049,1966.800049,0
1994-09-13,1958.800049,1986.699951,1916.000000,1922.900024,1922.900024,0
1994-09-20,1908.699951,1938.199951,1891.599976,1902.699951,1902.699951,0
1994-09-27,1895.900024,1926.000000,1842.599976,1852.800049,1852.800049,0
1994-10-04,1852.500000,1901.500000,1825.400024,1898.300049,1898.300049,0
1994-10-11,1909.199951,1959.500000,1888.400024,1906.400024,1906.400024,0
1994-10-18,1899.300049,1912.400024,1829.500000,1841.599976,1841.599976,0
1994-10-25,1818.599976,1907.599976,1796.800049,1905.699951,1905.699951,0
1994-11-01,1880.400024,1932.599976,1867.500000,1906.099976,1906.099976,0
1994-11-08,1906.000000,1961.500000,1899.199951,1941.099976,1941.099976,0
1994-11-15,1944.599976,1964.199951,1907.599976,1927.800049,1927.800049,0
1994-11-22,1909.699951,1964.199951,1872.300049,1952.400024,1952.400024,0
1994-11-29,1946.900024,2003.199951,1937.000000,1973.699951,1973.699951,0
1994-12-06,1969.300049,1989.599976,1916.400024,1919.300049,1919.300049,0
1994-12-13,1914.099976,1946.699951,1903.900024,1928.099976,1928.099976,0
1994-12-20,1923.900024,1969.800049,1922.099976,1966.599976,1966.599976,0
1994-12-27,1968.599976,1969.099976,1873.099976,1881.199951,1881.199951,0
1995-01-03,1883.400024,1909.800049,1859.199951,1864.199951,1864.199951,0
1995-01-10,1856.400024,1876.500000,1824.900024,1872.800049,1872.800049,0
1995-01-17,1876.900024,1882.599976,1764.400024,1772.800049,1772.800049,0
1995-01-24,1786.699951,1834.599976,1775.500000,1813.400024,1813.400024,0
1995-01-31,1808.400024,1876.400024,1786.199951,1872.099976,1872.099976,0
1995-02-07,1877.099976,1887.800049,1847.800049,1850.099976,1850.099976,0
1995-02-14,1861.400024,1872.800049,1798.800049,1802.199951,1802.199951,0
1995-02-21,1790.300049,1831.400024,1776.599976,1802.199951,1802.199951,0
1995-02-28,1808.000000,1814.400024,1760.900024,1773.300049,1773.300049,0
1995-03-07,1780.699951,1780.699951,1711.800049,1721.800049,1721.800049,0
1995-03-14,1731.099976,1819.699951,1729.900024,1811.599976,1811.599976,0
1995-03-21,1823.599976,1847.800049,1780.900024,1836.099976,1836.099976,0
1995-03-28,1834.000000,1899.500000,1817.699951,1864.000000,1864.000000,0
1995-04-04,1875.500000,1908.199951,1861.500000,1880.900024,1880.900024,0
1995-04-11,1880.400024,1886.900024,1860.900024,1881.099976,1881.099976,0
1995-04-18,1873.400024,1935.400024,1843.099976,1918.500000,1918.500000,0
1995-04-25,1928.300049,1962.900024,1906.099976,1918.500000,1918.500000,0
1995-05-02,1912.900024,1987.599976,1912.900024,1927.400024,1927.400024,0
1995-05-09,1970.500000,2025.199951,1965.300049,1991.500000,1991.500000,0
1995-05-16,1997.599976,2018.599976,1960.400024,1979.500000,1979.500000,0
1995-05-23,1980.400024,1981.500000,1915.099976,1927.800049,1927.800049,0
1995-05-30,1933.300049,1974.599976,1921.500000,1971.300049,1971.300049,0
1995-06-06,1973.199951,1983.599976,1891.900024,1907.800049,1907.800049,0
1995-06-13,1913.599976,1931.500000,1886.300049,1918.400024,1918.400024,0
1995-06-20,1919.800049,1927.400024,1885.800049,1902.400024,1902.400024,0
1995-06-27,1885.800049,1888.199951,1850.699951,1879.699951,1879.699951,0
1995-07-04,1894.500000,1956.400024,1884.000000,1949.400024,1949.400024,0
1995-07-11,1942.500000,1972.599976,1929.500000,1951.500000,1951.500000,0
1995-07-18,1948.000000,1948.000000,1901.599976,1926.599976,1926.599976,0
1995-07-25,1942.000000,1955.500000,1915.000000,1920.000000,1920.000000,0
1995-08-01,1929.699951,1964.699951,1917.300049,1950.400024,1950.400024,0
1995-08-08,1953.199951,1962.900024,1931.000000,1946.199951,1946.199951,0
1995-08-15,1959.800049,1989.400024,1959.800049,1984.400024,1984.400024,0
1995-08-22,1978.500000,1978.900024,1888.099976,1890.099976,1890.099976,0
1995-08-29,1901.699951,1923.599976,1873.000000,1900.500000,1900.500000,0
1995-09-05,1904.300049,1911.400024,1840.000000,1869.699951,1869.699951,0
1995-09-12,1863.900024,1908.900024,1854.900024,1871.699951,1871.699951,0
1995-09-19,1879.300049,1899.599976,1778.500000,1800.599976,1800.599976,0
1995-09-26,1814.300049,1819.900024,1747.500000,1780.699951,1780.699951,0
1995-10-03,1772.500000,1810.900024,1753.300049,1785.699951,1785.699951,0
1995-10-10,1783.400024,1830.500000,1755.400024,1790.500000,1790.500000,0
1995-10-17,1785.800049,1795.500000,1713.300049,1721.099976,1721.099976,0
1995-10-24,1727.699951,1801.000000,1719.500000,1795.300049,1795.300049,0
1995-10-31,1801.599976,1842.199951,1796.099976,1822.599976,1822.599976,0
1995-11-07,1829.000000,1882.400024,1805.599976,1838.199951,1838.199951,0
1995-11-14,1844.800049,1910.000000,1827.199951,1881.400024,1881.400024,0
1995-11-21,1872.199951,1900.000000,1863.400024,1889.800049,1889.800049,0
1995-11-28,1878.000000,1880.800049,1766.599976,1774.900024,1774.900024,0
1995-12-05,1783.800049,1859.300049,1777.300049,1849.599976,1849.599976,0
1995-12-12,1855.599976,1891.400024,1816.800049,1820.500000,1820.500000,0
1995-12-19,1804.699951,1873.400024,1795.900024,1873.400024,1873.400024,0
1995-12-26,1864.400024,1896.000000,1857.699951,1872.000000,1872.000000,0
1996-01-02,1873.400024,1952.599976,1873.099976,1916.599976,1916.599976,0
1996-01-09,1926.900024,1931.099976,1891.099976,1924.400024,1924.400024,0
1996-01-16,1941.199951,1971.400024,1933.099976,1954.400024,1954.400024,0
1996-01-23,1940.300049,1983.300049,1925.099976,1980.699951,1980.699951,0
1996-01-30,1980.900024,2032.400024,1976.400024,1985.599976,1985.599976,0
1996-02-06,1990.000000,2003.300049,1939.300049,1967.699951,1967.699951,0
1996-02-13,1977.300049,1985.599976,1930.300049,1939.699951,1939.699951,0
1996-02-20,1947.099976,1986.800049,1914.000000,1960.900024,1960.900024,0
1996-02-27,1956.500000,2023.400024,1954.300049,2015.300049,2015.300049,0
1996-03-05,2026.699951,2029.400024,1919.099976,1948.900024,1948.900024,0
1996-03-12,1961.199951,1970.699951,1928.900024,1965.000000,1965.000000,0
1996-03-19,1976.099976,2008.199951,1956.199951,2003.800049,2003.800049,0
1996-03-26,2001.500000,2059.399902,1997.800049,2055.600098,2055.600098,0
1996-04-02,2061.199951,2078.199951,2050.199951,2075.000000,2075.000000,0
1996-04-09,2063.500000,2100.899902,2057.000000,2080.600098,2080.600098,0
1996-04-16,2077.600098,2120.500000,2068.399902,2116.500000,2116.500000,0
1996-04-23,2115.399902,2143.199951,2107.199951,2130.800049,2130.800049,0
1996-04-30,2126.699951,2164.199951,2088.699951,2090.399902,2090.399902,0
1996-05-07,2098.199951,2117.399902,2074.600098,2100.899902,2100.899902,0
1996-05-14,2111.199951,2140.800049,2109.399902,2120.600098,2120.600098,0
1996-05-21,2126.199951,2136.899902,2098.300049,2117.699951,2117.699951,0
1996-05-28,2122.699951,2146.399902,2095.600098,2121.100098,2121.100098,0
1996-06-04,2120.600098,2144.199951,2095.100098,2120.800049,2120.800049,0
1996-06-11,2114.600098,2147.500000,2103.100098,2113.000000,2113.000000,0
1996-06-18,2101.500000,2112.800049,2073.100098,2097.600098,2097.600098,0
1996-06-25,2099.000000,2128.800049,2099.000000,2118.800049,2118.800049,0
1996-07-02,2121.699951,2131.000000,2065.000000,2079.100098,2079.100098,0
1996-07-09,2076.800049,2093.800049,2027.599976,2029.500000,2029.500000,0
1996-07-16,2001.599976,2023.500000,1956.400024,1960.300049,1960.300049,0
1996-07-23,1968.000000,1982.699951,1939.599976,1961.099976,1961.099976,0
1996-07-30,1953.900024,2031.500000,1944.099976,2013.199951,2013.199951,0
1996-08-06,2006.199951,2008.400024,1970.199951,1978.199951,1978.199951,0
1996-08-13,1982.900024,1997.699951,1973.099976,1986.199951,1986.199951,0
1996-08-20,1993.699951,2026.500000,1993.000000,2020.400024,2020.400024,0
1996-08-27,2014.699951,2021.300049,1962.400024,1977.000000,1977.000000,0
1996-09-03,1972.900024,2024.900024,1949.699951,2020.300049,2020.300049,0
1996-09-10,2030.300049,2091.500000,2026.199951,2086.199951,2086.199951,0
1996-09-17,2090.399902,2090.699951,2063.300049,2067.100098,2067.100098,0
1996-09-24,2077.600098,2133.100098,2076.500000,2132.800049,2132.800049,0
1996-10-01,2131.500000,2160.199951,2121.399902,2151.600098,2151.600098,0
1996-10-08,2143.199951,2166.000000,2123.800049,2143.600098,2143.600098,0
1996-10-15,2151.699951,2190.800049,2148.600098,2180.199951,2180.199951,0
1996-10-22,2174.500000,2179.399902,2141.800049,2150.399902,2150.399902,0
1996-10-29,2137.399902,2146.199951,2116.800049,2142.199951,2142.199951,0
1996-11-05,2146.800049,2223.600098,2143.899902,2205.199951,2205.199951,0
1996-11-12,2206.600098,2250.300049,2196.699951,2228.800049,2228.800049,0
1996-11-19,2226.300049,2282.199951,2219.699951,2277.100098,2277.100098,0
1996-11-26,2284.800049,2327.800049,2262.000000,2318.600098,2318.600098,0
1996-12-03,2336.300049,2358.699951,2180.399902,2255.800049,2255.800049,0
1996-12-10,2271.399902,2271.399902,2171.600098,2222.600098,2222.600098,0
1996-12-17,2210.899902,2288.899902,2188.899902,2287.399902,2287.399902,0
1996-12-24,2297.899902,2321.800049,2274.899902,2318.600098,2318.600098,0
1996-12-31,2323.899902,2328.199951,2251.500000,2306.699951,2306.699951,0
1997-01-07,2301.399902,2371.399902,2294.000000,2361.300049,2361.300049,0
1997-01-14,2363.699951,2438.500000,2356.399902,2406.100098,2406.100098,0
1997-01-21,2406.699951,2463.899902,2384.800049,2435.199951,2435.199951,0
1997-01-28,2431.699951,2521.899902,2431.699951,2508.600098,2508.600098,0
1997-02-04,2514.399902,2615.699951,2498.800049,2595.399902,2595.399902,0
1997-02-11,2599.699951,2644.000000,2577.399902,2634.500000,2634.500000,0
1997-02-18,2645.800049,2658.600098,2550.800049,2567.899902,2567.899902,0
1997-02-25,2594.199951,2636.500000,2582.300049,2600.300049,2600.300049,0
1997-03-04,2623.500000,2724.399902,2619.899902,2709.199951,2709.199951,0
1997-03-11,2724.500000,2736.699951,2582.100098,2588.399902,2588.399902,0
1997-03-18,2584.800049,2609.500000,2541.500000,2579.300049,2579.300049,0
1997-03-25,2596.300049,2687.500000,2592.199951,2656.699951,2656.699951,0
1997-04-01,2585.100098,2602.500000,2498.699951,2572.300049,2572.300049,0
1997-04-08,2584.399902,2628.600098,2528.300049,2566.100098,2566.100098,0
1997-04-15,2591.800049,2644.800049,2507.800049,2522.699951,2522.699951,0
1997-04-22,2538.600098,2562.899902,2487.800049,2550.300049,2550.300049,0
1997-04-29,2571.100098,2680.199951,2556.399902,2672.800049,2672.800049,0
1997-05-06,2682.399902,2695.199951,2624.000000,2693.100098,2693.100098,0
1997-05-13,2711.500000,2804.500000,2701.800049,2784.300049,2784.300049,0
1997-05-20,2757.699951,2800.300049,2645.699951,2654.699951,2654.699951,0
1997-05-27,2633.000000,2688.800049,2498.800049,2601.500000,2601.500000,0
1997-06-03,2615.399902,2749.199951,2604.399902,2686.199951,2686.199951,0
1997-06-10,2671.199951,2825.199951,2647.000000,2795.899902,2795.899902,0
1997-06-17,2789.100098,2811.300049,2716.100098,2762.199951,2762.199951,0
1997-06-24,2748.500000,2903.199951,2748.399902,2858.300049,2858.300049,0
1997-07-01,2866.100098,2986.100098,2866.000000,2947.699951,2947.699951,0
1997-07-08,2948.699951,2978.600098,2914.500000,2941.600098,2941.600098,0
1997-07-15,2944.300049,3006.500000,2830.699951,2874.100098,2874.100098,0
1997-07-22,2901.699951,3044.199951,2891.199951,3022.199951,3022.199951,0
1997-07-29,3016.399902,3107.300049,2980.600098,2992.399902,2992.399902,0
1997-08-05,3011.899902,3077.899902,2953.600098,2983.399902,2983.399902,0
1997-08-12,3009.899902,3013.000000,2822.800049,2870.100098,2870.100098,0
1997-08-19,2914.800049,2992.600098,2876.199951,2898.600098,2898.600098,0
1997-08-26,2902.699951,2912.800049,2764.100098,2805.800049,2805.800049,0
1997-09-02,2830.399902,2966.000000,2817.300049,2940.899902,2940.899902,0
1997-09-09,2936.000000,2943.000000,2828.000000,2898.600098,2898.600098,0
1997-09-16,2885.199951,3025.800049,2878.800049,3017.500000,3017.500000,0
1997-09-23,2997.199951,3027.899902,2954.100098,2989.000000,2989.000000,0
1997-09-30,3003.600098,3114.000000,2982.000000,3078.000000,3078.000000,0
1997-10-07,3078.399902,3095.699951,2906.800049,3002.899902,3002.899902,0
1997-10-14,2994.600098,3011.100098,2927.699951,2946.699951,2946.699951,0
1997-10-21,2955.100098,3019.000000,2734.300049,2769.600098,2769.600098,0
1997-10-28,2478.500000,2818.000000,2475.000000,2788.000000,2788.000000,0
